date,risk_free_rate,ig_inception_acc,ig_inception_eur_acc,ig_inception_usd_acc,ig_inception_subordinated_acc,ig_ytd_acc,ig_ytd_eur_acc,ig_ytd_usd_acc,ig_ytd_subordinated_acc,xover_ytd_acc,bm_ig_inception_acc,bm_ig_ytd_acc,bm_xover_inception_acc,ig_inception_daily_returns,ig_inception_eur_daily_returns,ig_inception_usd_daily_returns,ig_inception_subordinated_daily_returns,ig_ytd_daily_returns,ig_ytd_eur_daily_returns,ig_ytd_usd_daily_returns,ig_ytd_subordinated_daily_returns,xover_ytd_daily_returns,bm_ig_inception_daily_returns,bm_ig_ytd_daily_returns,bm_xover_inception_daily_returns,ig_inception_excess_returns,ig_inception_eur_excess_returns,ig_inception_usd_excess_returns,ig_inception_subordinated_excess_returns,ig_ytd_excess_returns,ig_ytd_eur_excess_returns,ig_ytd_usd_excess_returns,ig_ytd_subordinated_excess_returns,xover_ytd_eur_excess_returns,ig_inception_rf_returns,ig_inception_eur_rf_returns,ig_inception_usd_rf_returns,ig_inception_subordinated_rf_returns,ig_ytd_rf_returns,ig_ytd_eur_rf_returns,ig_ytd_usd_rf_returns,ig_ytd_subordinated_rf_returns,xover_ytd_eur_rf_returns,bm_ig_inception_rf_returns,bm_ig_ytd_rf_returns,bm_xover_inception_rf_returns,ig_inception_downsidedev,ig_inception_eur_downsidedev,ig_inception_usd_downsidedev,ig_inception_subordinated_downsidedev,ig_ytd_downsidedev,ig_ytd_eur_downsidedev,ig_ytd_usd_downsidedev,ig_ytd_subordinated_downsidedev,xover_ytd_eur_downsidedev,bm_ig_inception_downsidedev,bm_ig_ytd_downsidedev,bm_xover_inception_downsidedev,ig_inception_excess_returns_acc,ig_inception_eur_excess_returns_acc,ig_inception_usd_excess_returns_acc,ig_inception_subordinated_excess_returns_acc,ig_ytd_excess_returns_acc,ig_ytd_eur_excess_returns_acc,ig_ytd_usd_excess_returns_acc,ig_ytd_subordinated_excess_returns_acc,xover_ytd_eur_excess_returns_acc,ig_inception_sum_mv,ig_inception_eur_mv,ig_inception_usd_mv,ig_inception_subordinated_mv,xover_ytd_mv,ig_inception_absolute_returns,ig_inception_eur_absolute_returns,ig_inception_usd_absolute_returns,ig_inception_subordinated_absolute_returns,xover_ytd_absolute_returns,date_monthly_te,monthly_rolling_te,date_quarterly_te,quarterly_rolling_te,date_6m_te,6m_rolling_te
7/17/2019,-0.00183784%,4.84%,4.10%,2.34%,3.54%,,,,,,5.44%,,,-0.01%,0.15%,0.00%,-0.11%,,,,,,0.14%,,,-0.15%,0.02%,-0.14%,-0.25%,,,,,,-0.01%,0.16%,0.00%,-0.11%,,,,,,0.14%,,,-0.01%,,0.00%,-0.11%,,,,,,,,,-0.60%,-1.35%,-3.10%,-1.90%,,,,,," 7,912,844,017 "," 2,979,419,965 ", -   ," 4,933,424,052 ",  ," 275,303,795 "," 132,885,872 "," 3,934,572 "," 138,483,351 ",  ,7/17/2019,0.436%,7/17/2019,0.659%,7/17/2019,0.916%
7/18/2019,-0.00181043%,4.73%,4.14%,2.34%,3.33%,,,,,,5.46%,,,-0.12%,0.04%,0.00%,-0.21%,,,,,,0.02%,,,-0.14%,0.02%,-0.02%,-0.23%,,,,,,-0.12%,0.04%,0.00%,-0.21%,,,,,,0.02%,,,-0.12%,,0.00%,-0.21%,,,,,,,,,-0.74%,-1.32%,-3.12%,-2.13%,,,,,," 7,919,847,030 "," 2,980,706,601 ", -   ," 4,939,140,429 ",  ," 266,473,309 "," 134,172,509 "," 3,934,572 "," 128,366,227 ",  ,7/18/2019,0.457%,7/18/2019,0.673%,7/18/2019,0.926%
7/19/2019,-0.00197483%,4.80%,4.21%,2.34%,3.41%,,,,,,5.54%,,,0.08%,0.08%,0.00%,0.08%,,,,,,0.08%,,,0.00%,-0.01%,-0.08%,0.00%,,,,,,0.08%,0.08%,0.00%,0.08%,,,,,,0.09%,,,,,0.00%,,,,,,,,,,-0.74%,-1.33%,-3.20%,-2.13%,,,,,," 7,923,544,474 "," 2,982,494,576 ", -   ," 4,941,049,898 ",  ," 270,170,752 "," 135,960,484 "," 3,934,572 "," 130,275,696 ",  ,7/19/2019,0.476%,7/19/2019,0.671%,7/19/2019,0.918%
7/22/2019,-0.00205028%,4.87%,4.32%,2.34%,3.44%,,,,,,5.68%,,,0.06%,0.11%,0.00%,0.03%,,,,,,0.13%,,,-0.07%,-0.03%,-0.13%,-0.10%,,,,,,0.06%,0.11%,0.00%,0.04%,,,,,,0.13%,,,,,0.00%,,,,,,,,,,-0.81%,-1.36%,-3.33%,-2.23%,,,,,," 7,927,263,247 "," 2,965,455,746 ", -   ," 4,961,807,501 ",  ," 276,698,006 "," 138,915,102 "," 3,934,572 "," 133,848,332 ",  ,7/22/2019,0.452%,7/22/2019,0.665%,7/22/2019,0.918%
7/23/2019,-0.00209675%,5.05%,4.42%,2.34%,3.67%,,,,,,5.79%,,,0.18%,0.10%,0.00%,0.22%,,,,,,0.11%,,,0.07%,-0.01%,-0.11%,0.11%,,,,,,0.18%,0.11%,0.00%,0.23%,,,,,,0.12%,,,,,0.00%,,,,,,,,,,-0.74%,-1.37%,-3.45%,-2.12%,,,,,," 8,019,805,120 "," 2,981,175,354 ", -   ," 5,038,629,766 ",  ," 293,683,697 "," 141,965,148 "," 3,934,572 "," 147,783,977 ",  ,7/23/2019,0.446%,7/23/2019,0.648%,7/23/2019,0.920%
7/24/2019,-0.00217975%,5.32%,4.59%,2.34%,4.00%,,,,,,6.02%,,,0.27%,0.16%,0.00%,0.33%,,,,,,0.23%,,,0.04%,-0.07%,-0.23%,0.10%,,,,,,0.27%,0.17%,0.00%,0.33%,,,,,,0.23%,,,,,0.00%,,,,,,,,,,-0.70%,-1.43%,-3.68%,-2.02%,,,,,," 8,041,956,002 "," 2,985,295,346 ", -   ," 5,056,660,657 ",  ," 315,834,580 "," 146,085,140 "," 3,934,572 "," 165,814,868 ",  ,7/24/2019,0.446%,7/24/2019,0.648%,7/24/2019,0.919%
7/25/2019,-0.00219744%,5.54%,4.62%,2.34%,4.33%,,,,,,6.12%,,,0.22%,0.04%,0.00%,0.33%,,,,,,0.10%,,,0.12%,-0.06%,-0.10%,0.23%,,,,,,0.23%,0.04%,0.00%,0.33%,,,,,,0.10%,,,,,0.00%,,,,,,,,,,-0.58%,-1.50%,-3.78%,-1.79%,,,,,," 8,149,851,678 "," 3,099,843,535 ", -   ," 5,050,008,143 ",  ," 335,089,292 "," 147,115,403 "," 3,934,572 "," 184,039,317 ",  ,7/25/2019,0.444%,7/25/2019,0.659%,7/25/2019,0.926%
7/26/2019,-0.00227793%,5.55%,4.69%,2.34%,4.30%,,,,,,6.21%,,,0.01%,0.07%,0.00%,-0.03%,,,,,,0.09%,,,-0.08%,-0.02%,-0.09%,-0.12%,,,,,,0.01%,0.07%,0.00%,-0.03%,,,,,,0.09%,,,0.01%,,0.00%,-0.03%,,,,,,,,,-0.66%,-1.52%,-3.87%,-1.91%,,,,,," 8,344,499,216 "," 3,135,505,092 ", -   ," 5,208,994,124 ",  ," 335,720,161 "," 149,729,125 "," 3,934,572 "," 182,056,464 ",  ,7/26/2019,0.440%,7/26/2019,0.664%,7/26/2019,0.929%
7/29/2019,-0.00221223%,5.55%,4.79%,2.34%,4.23%,,,,,,6.32%,,,0.00%,0.11%,0.00%,-0.08%,,,,,,0.10%,,,-0.11%,0.00%,-0.10%,-0.18%,,,,,,0.00%,0.11%,0.00%,-0.07%,,,,,,0.11%,,,0.00%,,0.00%,-0.08%,,,,,,,,,-0.77%,-1.52%,-3.97%,-2.09%,,,,,," 8,465,875,084 "," 3,222,821,625 "," 36,108,253 "," 5,206,945,207 ",  ," 337,309,141 "," 153,089,898 "," 4,211,695 "," 180,007,548 ",  ,7/29/2019,0.447%,7/29/2019,0.672%,7/29/2019,0.935%
7/30/2019,-0.00224750%,5.30%,4.79%,3.00%,3.83%,,,,,,6.25%,,,-0.25%,-0.01%,0.66%,-0.40%,,,,,,-0.06%,,,-0.19%,0.05%,0.72%,-0.33%,,,,,,-0.25%,-0.01%,0.66%,-0.40%,,,,,,-0.06%,,,-0.25%,-0.01%,,-0.40%,,,,,,-0.06%,,,-0.95%,-1.47%,-3.25%,-2.42%,,,,,," 8,597,856,574 "," 3,208,682,422 "," 238,689,005 "," 5,150,485,147 ",  ," 313,979,638 "," 152,709,890 "," 4,201,088 "," 157,068,659 ",  ,7/30/2019,0.454%,7/30/2019,0.696%,7/30/2019,0.952%
7/31/2019,-0.00229934%,5.28%,4.88%,2.33%,3.77%,,,,,,6.38%,,,-0.02%,0.09%,-0.67%,-0.06%,,,,,,0.13%,,,-0.15%,-0.04%,-0.80%,-0.19%,,,,,,-0.02%,0.09%,-0.67%,-0.06%,,,,,,0.13%,,,-0.02%,,-0.67%,-0.06%,,,,,,,,,-1.11%,-1.51%,-4.05%,-2.62%,,,,,," 8,351,533,692 "," 2,980,266,284 "," 271,132,421 "," 5,100,134,986 ",  ," 313,306,923 "," 155,799,040 "," 2,731,248 "," 154,776,635 ",  ,7/31/2019,0.458%,7/31/2019,0.709%,7/31/2019,0.960%
8/1/2019,-0.00232390%,5.25%,4.90%,2.36%,3.71%,,,,,,6.36%,,,-0.02%,0.03%,0.03%,-0.06%,,,,,,-0.02%,,,0.00%,0.05%,0.05%,-0.03%,,,,,,-0.02%,0.03%,0.03%,-0.05%,,,,,,-0.02%,,,-0.02%,,,-0.06%,,,,,,-0.02%,,,-1.11%,-1.46%,-4.00%,-2.65%,,,,,," 8,090,337,488 "," 2,692,612,584 "," 274,014,334 "," 5,123,710,570 ",  ," 323,132,374 "," 156,033,218 "," 5,613,161 "," 161,485,995 ",  ,8/1/2019,0.468%,8/1/2019,0.709%,8/1/2019,0.958%
8/2/2019,-0.00246566%,5.05%,4.87%,2.37%,3.42%,,,,,,6.27%,,,-0.20%,-0.03%,0.01%,-0.29%,,,,,,-0.09%,,,-0.11%,0.06%,0.10%,-0.20%,,,,,,-0.20%,-0.03%,0.01%,-0.29%,,,,,,-0.09%,,,-0.20%,-0.03%,0.01%,-0.29%,,,,,,-0.09%,,,-1.22%,-1.40%,-3.90%,-2.85%,,,,,," 8,067,032,169 "," 2,691,806,812 "," 272,304,984 "," 5,102,920,373 ",  ," 299,827,054 "," 155,227,447 "," 3,903,810 "," 140,695,798 ",  ,8/2/2019,0.458%,8/2/2019,0.716%,8/2/2019,0.960%
8/5/2019,-0.00248832%,4.78%,4.81%,2.39%,3.02%,,,,,,6.18%,,,-0.27%,-0.06%,0.01%,-0.40%,,,,,,-0.10%,,,-0.18%,0.04%,0.11%,-0.30%,,,,,,-0.27%,-0.06%,0.01%,-0.39%,,,,,,-0.09%,,,-0.27%,-0.06%,0.01%,-0.40%,,,,,,-0.10%,,,-1.40%,-1.37%,-3.79%,-3.15%,,,,,," 8,053,607,707 "," 2,690,321,168 "," 270,538,569 "," 5,092,747,970 ",  ," 270,658,625 "," 153,741,803 "," 2,137,395 "," 114,779,426 ",  ,8/5/2019,0.447%,8/5/2019,0.729%,8/5/2019,0.971%
8/6/2019,-0.00262986%,4.90%,4.84%,2.40%,3.20%,,,,,,6.25%,,,0.12%,0.03%,0.01%,0.17%,,,,,,0.07%,,,0.05%,-0.04%,-0.06%,0.10%,,,,,,0.12%,0.04%,0.01%,0.17%,,,,,,0.07%,,,,,0.01%,,,,,,,,,,-1.34%,-1.40%,-3.85%,-3.05%,,,,,," 8,040,122,000 "," 2,861,318,216 "," 270,375,958 "," 4,908,427,826 ",  ," 277,485,658 "," 153,916,970 "," 1,974,784 "," 121,593,903 ",  ,8/6/2019,0.445%,8/6/2019,0.731%,8/6/2019,0.970%
8/7/2019,-0.00269463%,5.10%,5.11%,1.09%,3.44%,,,,,,6.45%,,,0.20%,0.26%,-1.31%,0.25%,,,,,,0.21%,,,-0.01%,0.05%,-1.52%,0.04%,,,,,,0.21%,0.27%,-1.30%,0.25%,,,,,,0.21%,,,,,-1.31%,,,,,,,,,,-1.35%,-1.35%,-5.37%,-3.01%,,,,,," 8,431,017,237 "," 3,027,063,054 "," 485,813,064 "," 4,918,141,118 ",  ," 289,894,301 "," 160,563,980 "," (1,976,874)"," 131,307,196 ",  ,8/7/2019,0.442%,8/7/2019,0.731%,8/7/2019,0.963%
8/8/2019,-0.00277434%,5.26%,5.09%,0.96%,3.74%,,,,,,6.42%,,,0.16%,-0.02%,-0.13%,0.29%,,,,,,-0.04%,,,0.20%,0.02%,-0.09%,0.33%,,,,,,0.16%,-0.01%,-0.13%,0.30%,,,,,,-0.03%,,,,-0.02%,-0.13%,,,,,,,-0.04%,,,-1.15%,-1.33%,-5.46%,-2.68%,,,,,," 8,326,030,179 "," 3,010,320,769 "," 485,647,348 "," 4,830,062,063 ",  ," 304,136,956 "," 160,104,945 "," (2,142,590)"," 146,174,602 ",  ,8/8/2019,0.440%,8/8/2019,0.759%,8/8/2019,0.981%
8/9/2019,-0.00294515%,5.34%,5.10%,1.21%,3.82%,,,,,,6.47%,,,0.07%,0.01%,0.25%,0.09%,,,,,,0.05%,,,0.02%,-0.04%,0.20%,0.03%,,,,,,0.07%,0.02%,0.26%,0.09%,,,,,,0.06%,,,,,,,,,,,,,,,-1.14%,-1.37%,-5.26%,-2.65%,,,,,," 8,452,972,862 "," 3,095,286,614 "," 525,136,782 "," 4,832,549,467 ",  ," 307,460,919 "," 160,473,406 "," (1,674,493)"," 148,662,005 ",  ,8/9/2019,0.464%,8/9/2019,0.759%,8/9/2019,0.979%
8/12/2019,-0.00288469%,5.42%,5.18%,1.84%,3.85%,,,,,,6.57%,,,0.09%,0.08%,0.62%,0.03%,,,,,,0.10%,,,-0.01%,-0.02%,0.53%,-0.06%,,,,,,0.09%,0.08%,0.63%,0.04%,,,,,,0.10%,,,,,,,,,,,,,,,-1.15%,-1.39%,-4.73%,-2.71%,,,,,," 8,218,009,227 "," 2,924,813,382 "," 604,151,987 "," 4,689,043,858 ",  ," 316,912,027 "," 162,946,921 "," 2,273,966 "," 151,691,140 ",  ,8/12/2019,0.463%,8/12/2019,0.759%,8/12/2019,0.979%
8/13/2019,-0.00294018%,5.37%,5.22%,1.92%,3.73%,,,,,,6.56%,,,-0.05%,0.04%,0.08%,-0.13%,,,,,,-0.01%,,,-0.04%,0.05%,0.09%,-0.12%,,,,,,-0.05%,0.04%,0.08%,-0.13%,,,,,,-0.01%,,,-0.05%,,,-0.13%,,,,,,-0.01%,,,-1.19%,-1.34%,-4.64%,-2.83%,,,,,," 8,299,635,205 "," 3,061,310,215 "," 603,236,957 "," 4,635,088,033 ",  ," 308,988,181 "," 164,056,152 "," 1,358,935 "," 143,573,093 ",  ,8/13/2019,0.452%,8/13/2019,0.760%,8/13/2019,0.980%
8/14/2019,-0.00298985%,5.44%,5.44%,2.43%,3.65%,,,,,,6.63%,,,0.07%,0.22%,0.51%,-0.08%,,,,,,0.07%,,,0.01%,0.15%,0.45%,-0.14%,,,,,,0.08%,0.22%,0.52%,-0.07%,,,,,,0.07%,,,,,,-0.08%,,,,,,,,,-1.18%,-1.19%,-4.20%,-2.98%,,,,,," 8,283,946,818 "," 3,070,434,849 "," 607,804,991 "," 4,605,706,977 ",  ," 317,287,235 "," 169,600,281 "," 5,926,970 "," 141,759,984 ",  ,8/14/2019,0.452%,8/14/2019,0.760%,8/14/2019,0.979%
8/15/2019,-0.00303661%,5.42%,5.67%,2.66%,3.42%,,,,,,6.72%,,,-0.03%,0.24%,0.23%,-0.23%,,,,,,0.09%,,,-0.11%,0.15%,0.14%,-0.32%,,,,,,-0.02%,0.24%,0.23%,-0.23%,,,,,,0.09%,,,-0.03%,,,-0.23%,,,,,,,,,-1.30%,-1.04%,-4.06%,-3.30%,,,,,," 8,370,282,259 "," 3,088,868,817 "," 684,520,058 "," 4,596,893,383 ",  ," 317,371,067 "," 175,498,290 "," 8,926,387 "," 132,946,391 ",  ,8/15/2019,0.439%,8/15/2019,0.767%,8/15/2019,0.983%
8/16/2019,-0.00315894%,5.41%,5.63%,2.57%,3.44%,,,,,,6.60%,,,-0.01%,-0.05%,-0.09%,0.02%,,,,,,-0.11%,,,0.10%,0.07%,0.02%,0.14%,,,,,,-0.01%,-0.04%,-0.09%,0.03%,,,,,,-0.11%,,,-0.01%,-0.05%,-0.09%,,,,,,,-0.11%,,,-1.20%,-0.97%,-4.03%,-3.16%,,,,,," 8,531,169,841 "," 3,163,172,346 "," 763,813,701 "," 4,604,183,794 ",  ," 327,499,554 "," 174,153,568 "," 13,109,185 "," 140,236,801 ",  ,8/16/2019,0.434%,8/16/2019,0.766%,8/16/2019,0.988%
8/19/2019,-0.00337094%,5.51%,5.47%,2.58%,3.73%,,,,,,6.59%,,,0.10%,-0.16%,0.01%,0.29%,,,,,,-0.01%,,,0.12%,-0.14%,0.02%,0.31%,,,,,,0.11%,-0.15%,0.01%,0.30%,,,,,,-0.01%,,,,-0.16%,0.01%,,,,,,,-0.01%,,,-1.08%,-1.12%,-4.01%,-2.86%,,,,,," 8,580,886,125 "," 3,204,126,577 "," 762,220,759 "," 4,614,538,789 ",  ," 331,119,950 "," 169,011,911 "," 11,516,244 "," 150,591,796 ",  ,8/19/2019,0.451%,8/19/2019,0.775%,8/19/2019,0.987%
8/20/2019,-0.00328996%,5.71%,5.65%,2.65%,3.97%,,,,,,6.75%,,,0.20%,0.17%,0.07%,0.24%,,,,,,0.16%,,,0.04%,0.02%,-0.09%,0.08%,,,,,,0.20%,0.18%,0.07%,0.24%,,,,,,0.16%,,,,,,,,,,,,,,,-1.04%,-1.10%,-4.10%,-2.78%,,,,,," 8,537,487,804 "," 3,107,711,833 "," 803,711,186 "," 4,626,064,785 ",  ," 349,158,874 "," 173,451,781 "," 13,589,301 "," 162,117,792 ",  ,8/20/2019,0.468%,8/20/2019,0.776%,8/20/2019,0.985%
8/21/2019,-0.00317362%,5.89%,5.68%,2.73%,4.26%,,,,,,6.72%,,,0.18%,0.04%,0.09%,0.28%,,,,,,-0.03%,,,0.20%,0.06%,0.11%,0.31%,,,,,,0.18%,0.04%,0.09%,0.29%,,,,,,-0.02%,,,,,,,,,,,,-0.03%,,,-0.83%,-1.04%,-3.99%,-2.47%,,,,,," 8,548,284,653 "," 3,108,958,108 "," 802,621,701 "," 4,636,704,844 ",  ," 359,955,723 "," 174,698,056 "," 12,499,817 "," 172,757,851 ",  ,8/21/2019,0.465%,8/21/2019,0.804%,8/21/2019,1.001%
8/22/2019,-0.00331130%,6.05%,5.53%,3.33%,4.54%,,,,,,6.59%,,,0.16%,-0.15%,0.60%,0.28%,,,,,,-0.13%,,,0.29%,-0.02%,0.73%,0.41%,,,,,,0.16%,-0.15%,0.60%,0.28%,,,,,,-0.13%,,,,-0.15%,,,,,,,,-0.13%,,,-0.54%,-1.06%,-3.26%,-2.05%,,,,,," 8,564,089,961 "," 3,104,261,502 "," 808,901,060 "," 4,650,927,399 ",  ," 375,761,032 "," 170,001,451 "," 18,779,175 "," 186,980,406 ",  ,8/22/2019,0.509%,8/22/2019,0.854%,8/22/2019,1.035%
8/23/2019,-0.00322625%,6.21%,5.68%,3.45%,4.71%,,,,,,6.82%,,,0.16%,0.15%,0.12%,0.17%,,,,,,0.23%,,,-0.06%,-0.07%,-0.11%,-0.05%,,,,,,0.16%,0.16%,0.12%,0.18%,,,,,,0.23%,,,,,,,,,,,,,,,-0.61%,-1.13%,-3.37%,-2.11%,,,,,," 8,580,207,960 "," 3,108,564,338 "," 811,348,674 "," 4,660,294,948 ",  ," 391,879,031 "," 174,304,286 "," 21,226,789 "," 196,347,955 ",  ,8/23/2019,0.573%,8/23/2019,0.855%,8/23/2019,1.034%
8/26/2019,-0.00312510%,6.21%,5.69%,3.45%,4.71%,,,,,,6.81%,,,0.00%,0.00%,0.00%,0.00%,,,,,,-0.01%,,,0.01%,0.01%,0.00%,0.00%,,,,,,0.00%,0.01%,0.00%,0.00%,,,,,,0.00%,,,0.00%,0.00%,0.00%,0.00%,,,,,,-0.01%,,,-0.60%,-1.12%,-3.36%,-2.10%,,,,,," 8,571,495,452 "," 3,108,757,751 "," 807,189,142 "," 4,655,548,559 ",  ," 383,457,710 "," 174,788,887 "," 17,067,257 "," 191,601,566 ",  ,8/26/2019,0.571%,8/26/2019,0.855%,8/26/2019,1.034%
8/27/2019,-0.00324245%,6.32%,5.82%,3.72%,4.77%,,,,,,6.86%,,,0.11%,0.14%,0.28%,0.06%,,,,,,0.05%,,,0.06%,0.09%,0.23%,0.01%,,,,,,0.11%,0.14%,0.28%,0.07%,,,,,,0.05%,,,,,,,,,,,,,,,-0.54%,-1.04%,-3.14%,-2.09%,,,,,," 8,708,100,762 "," 3,118,532,345 "," 929,227,687 "," 4,660,340,730 ",  ," 396,205,229 "," 179,203,279 "," 20,608,213 "," 196,393,737 ",  ,8/27/2019,0.559%,8/27/2019,0.856%,8/27/2019,1.031%
8/28/2019,-0.00320248%,6.42%,5.98%,3.94%,4.80%,,,,,,6.90%,,,0.10%,0.16%,0.22%,0.03%,,,,,,0.04%,,,0.05%,0.11%,0.17%,-0.01%,,,,,,0.10%,0.16%,0.22%,0.04%,,,,,,0.05%,,,,,,,,,,,,,,,-0.49%,-0.92%,-2.97%,-2.10%,,,,,," 9,132,218,315 "," 3,451,832,880 "," 1,016,820,919 "," 4,663,564,516 ",  ," 407,799,570 "," 183,969,243 "," 24,212,803 "," 199,617,523 ",  ,8/28/2019,0.524%,8/28/2019,0.851%,8/28/2019,1.033%
8/29/2019,-0.00328987%,6.44%,5.84%,4.04%,4.93%,,,,,,6.86%,,,0.02%,-0.14%,0.10%,0.13%,,,,,,-0.05%,,,0.07%,-0.09%,0.14%,0.17%,,,,,,0.03%,-0.14%,0.10%,0.13%,,,,,,-0.04%,,,,-0.14%,,,,,,,,-0.05%,,,-0.42%,-1.02%,-2.82%,-1.93%,,,,,," 9,176,003,998 "," 3,446,353,505 "," 1,060,047,474 "," 4,669,603,018 ",  ," 410,781,734 "," 179,049,189 "," 26,076,519 "," 205,656,025 ",  ,8/29/2019,0.494%,8/29/2019,0.854%,8/29/2019,1.032%
8/30/2019,-0.00334876%,6.48%,5.84%,4.08%,4.99%,,,,,,6.90%,,,0.04%,0.00%,0.04%,0.06%,,,,,,0.04%,,,0.00%,-0.04%,0.00%,0.02%,,,,,,0.04%,0.01%,0.05%,0.07%,,,,,,0.04%,,,,0.00%,,,,,,,,,,,-0.42%,-1.06%,-2.82%,-1.91%,,,,,," 9,032,628,850 "," 3,446,056,551 "," 1,063,827,120 "," 4,522,745,180 ",  ," 419,808,832 "," 178,752,234 "," 29,856,165 "," 211,200,432 ",  ,8/30/2019,0.494%,8/30/2019,0.853%,8/30/2019,1.026%
8/31/2019,-0.00335033%,6.48%,5.84%,4.08%,4.99%,,,,,,6.90%,,,0.00%,0.00%,0.00%,0.00%,,,,,,0.00%,,,0.00%,0.00%,0.00%,0.00%,,,,,,0.00%,0.00%,0.00%,0.00%,,,,,,0.00%,,,0.00%,0.00%,0.00%,0.00%,,,,,,0.00%,,,-0.42%,-1.06%,-2.82%,-1.91%,,,,,," 9,032,628,850 "," 3,446,056,551 "," 1,063,827,120 "," 4,522,745,180 ",  ," 419,808,832 "," 178,752,234 "," 29,856,165 "," 211,200,432 ",  ,8/31/2019,0.473%,8/31/2019,0.850%,8/31/2019,1.022%
9/2/2019,-0.00330329%,6.47%,5.76%,4.07%,5.03%,,,,,,6.83%,,,-0.01%,-0.08%,-0.01%,0.04%,,,,,,-0.07%,,,0.06%,-0.01%,0.06%,0.11%,,,,,,-0.01%,-0.08%,-0.01%,0.04%,,,,,,-0.07%,,,-0.01%,-0.08%,-0.01%,,,,,,,-0.07%,,,-0.37%,-1.07%,-2.77%,-1.80%,,,,,," 8,822,961,142 "," 3,488,334,374 "," 1,070,359,836 "," 4,264,266,932 ",  ," 431,789,500 "," 176,178,077 "," 36,388,882 "," 219,222,541 ",  ,9/2/2019,0.420%,9/2/2019,0.847%,9/2/2019,1.022%
9/3/2019,-0.00335117%,6.41%,5.74%,4.18%,4.91%,,,,,,6.79%,,,-0.05%,-0.02%,0.12%,-0.12%,,,,,,-0.04%,,,-0.01%,0.01%,0.15%,-0.08%,,,,,,-0.05%,-0.02%,0.12%,-0.11%,,,,,,-0.03%,,,-0.05%,-0.02%,,-0.12%,,,,,,-0.04%,,,-0.38%,-1.05%,-2.61%,-1.88%,,,,,," 8,622,192,788 "," 3,560,555,587 "," 1,073,441,207 "," 3,988,195,995 ",  ," 433,619,865 "," 175,492,076 "," 40,694,651 "," 217,433,138 ",  ,9/3/2019,0.420%,9/3/2019,0.844%,9/3/2019,1.022%
9/4/2019,-0.00336336%,6.32%,5.43%,4.23%,4.96%,,,,,,6.62%,,,-0.10%,-0.31%,0.05%,0.05%,,,,,,-0.17%,,,0.08%,-0.14%,0.23%,0.22%,,,,,,-0.09%,-0.31%,0.06%,0.05%,,,,,,-0.17%,,,-0.10%,-0.31%,,,,,,,,-0.17%,,,-0.30%,-1.19%,-2.38%,-1.66%,,,,,," 8,547,639,581 "," 3,599,423,667 "," 1,107,867,952 "," 3,840,347,962 ",  ," 413,104,649 "," 165,903,855 "," 33,628,812 "," 213,571,981 ",  ,9/4/2019,0.421%,9/4/2019,0.846%,9/4/2019,1.024%
9/5/2019,-0.00335527%,5.99%,4.59%,3.79%,5.17%,,,,,,6.37%,,,-0.32%,-0.84%,-0.44%,0.20%,,,,,,-0.25%,,,-0.07%,-0.59%,-0.19%,0.45%,,,,,,-0.32%,-0.83%,-0.44%,0.21%,,,,,,-0.25%,,,-0.32%,-0.84%,-0.44%,,,,,,,-0.25%,,,-0.37%,-1.78%,-2.58%,-1.20%,,,,,," 8,480,108,619 "," 3,617,862,984 "," 1,098,301,956 "," 3,763,943,679 ",  ," 379,395,091 "," 137,968,919 "," 24,062,817 "," 217,363,356 ",  ,9/5/2019,0.394%,9/5/2019,0.849%,9/5/2019,1.027%
9/6/2019,-0.00325969%,6.03%,4.74%,3.78%,5.10%,,,,,,6.52%,,,0.03%,0.15%,-0.01%,-0.06%,,,,,,0.15%,,,-0.12%,-0.01%,-0.16%,-0.22%,,,,,,0.04%,0.15%,-0.01%,-0.06%,,,,,,0.16%,,,,,-0.01%,-0.06%,,,,,,,,,-0.49%,-1.78%,-2.74%,-1.42%,,,,,," 8,252,189,403 "," 3,742,558,411 "," 1,102,600,291 "," 3,407,030,701 ",  ," 390,484,660 "," 143,839,543 "," 28,361,151 "," 218,283,966 ",  ,9/6/2019,0.409%,9/6/2019,0.858%,9/6/2019,1.033%
9/9/2019,-0.00300101%,5.81%,4.36%,3.72%,5.01%,,,,,,6.24%,,,-0.22%,-0.38%,-0.06%,-0.09%,,,,,,-0.28%,,,0.06%,-0.09%,0.22%,0.19%,,,,,,-0.22%,-0.37%,-0.06%,-0.09%,,,,,,-0.28%,,,-0.22%,-0.38%,-0.06%,-0.09%,,,,,,-0.28%,,,-0.43%,-1.88%,-2.52%,-1.23%,,,,,," 8,277,467,057 "," 3,904,089,603 "," 1,100,563,212 "," 3,272,814,242 ",  ," 370,269,186 "," 129,759,746 "," 26,324,072 "," 214,185,368 ",  ,9/9/2019,0.435%,9/9/2019,0.847%,9/9/2019,1.033%
